20195266	rs17661538	Antipsychotic Drugs|Metabolic Side Effects	Clozapine - Triglycerides	0.000001
20548944	rs17201113	Osteoporosis-Related Traits|Gene Expression Profiling	NL, men	0.000001
17903296	rs1552896	Association Bone	nsa1	0.000009
19448621	rs314280	Age Menarche|Menopause	Age at Menarche	0.000000
23251661	rs863002	Childhood Obesity|Childhood	MCP-1 (pg/mL)	0.000000
21347282	rs8078633	Coronary Heart Disease	HDL-C	0.000000
20927387	rs4895441	Cell Traits|Red Blood Cell	MCV	0.000000
24324551	rs2645430	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	EF	0.000000
17903295	rs7176093	Age-Related Phenotypes|Longevity	Biologic age by osseographic scoring system	0.000007
17903302	rs1963982	Arterial Stiffness|Blood Pressure	blood-pressure	0.000003
17903296	rs4143244	Association Bone	NeckW1	0.000001
17903294	rs9253	Hematological Phenotypes	red blood cell count	0.000004
20463881	rs2835621	Eye Color	C HS1	0.000000
25340798	rs6808835	Proteins Involved|Inflammation|Alzheimer's Disease	CCL4	0.000000
20585627	rs1805009	Common Traits	Red hair	-1.000000
20927387	rs7775698	Cell Traits|Red Blood Cell	MCV	0.000000
19721433	rs7635839	Response Treatment|Antipsychotics	Olanzapine – Excitement	0.000003
21203500	rs735396	Master|Plasma Protein	DG11	0.000000
25340798	rs3811448	Proteins Involved|Inflammation|Alzheimer's Disease	IL6R	0.000000
25188341	rs429358	Dementias|Alzheimer's Disease	Lewy Body (Case-Control)	0.000000
17903295	rs32566	Age-Related Phenotypes|Longevity	Morbidity-free survival at age 65	0.000000
21738480	rs9880192	Cell Phenotypes|White Blood Cell	Monocytes	0.000000
20526338	rs12566888	Platelet Aggregation	Epi 2 u M	0.000000
24586186	rs7314056	Metabolic Traits|Metabolite-Disease	2-Hydroxyisobutyrate	0.000000
20838585	rs1046391	Cardiovascular Disease	systolic BP	0.000000
23251661	rs73175262	Childhood Obesity|Childhood	MCP-1 (pg/mL)	0.000000
21738479	rs3094212	White Blood Cell Count|Cell Phenotypes|White Blood Cell	WBC	0.000000
17903296	rs2165468	Association Bone	femoral bmd**	0.000001
20921969	rs4959235	Cardiac Arrhythmias	quetiapine/QTc	0.000000
17903294	rs1829883	Hematological Phenotypes	mean corpuscular hemoglobin	0.000006
20585627	rs7183877	Common Traits	Hair color	-1.000000
19197348	rs10243770	Complex Disease	Thyroid Stimulating Hormone	0.000005
21386085	rs2266788	Metabolic Syndrome	WC-TG	0.000000
24376456	rs7116456	Blood Pressure	SBP	0.000000
19197348	rs10983932	Complex Disease	Thyroid Stimulating Hormone	0.000003
25133637	rs4898878	Body Mass Index	Height	0.000001
17903307	rs3753683	Pulmonary Function	percent predicted fef	0.000002
20463881	rs3768056	Eye Color	S	0.000000
20838585	rs7738656	Cardiovascular Disease	LDL-cholesterol	0.000000
21347282	rs3764261	Coronary Heart Disease	HDL-C	0.000000
21738480	rs10980800	Cell Phenotypes|White Blood Cell	Monocytes	0.000000
17903297	rs1031381	Brain|Cognitive Test	f3	0.000006
24376456	rs9874923	Blood Pressure	MAP	0.000000
20694148	rs4523270	Metabolic Syndrome	“	0.000000
24324551	rs4408325	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	PCR	0.000000
21738491	rs11970286	Sudden Cardiac Death	QT	-1.000000
17903302	rs636864	Arterial Stiffness|Blood Pressure	blood-pressure	0.000002
20838585	rs6552560	Cardiovascular Disease	weight	0.000000
19609347	rs16877320	Hypertension|Blood Pressure	SBP	0.000000
17903297	rs3891355	Brain|Cognitive Test	similarities	0.000003
24945404	rs6726821	Bone Mineral Density|Bone	TBLH-BMD	0.000000
23408906	rs716822	Thyroid|Thyroid-Related Traits|Differences	FT4	-1.000000
23251661	rs6044834	Childhood Obesity|Childhood	Total antioxidants(mM)	0.000000
21347282	rs6753112	Coronary Heart Disease	Coronary heart disease	0.000001
17903296	rs1452928	Association Bone	shaft width**	0.000001
24386095	rs646776	Lipid Levels	LDL	0.000000
20838585	rs12330441	Cardiovascular Disease	triglycerides	0.000000
25133637	rs794149	Body Mass Index	BMI	0.000001
20585627	rs4244187	Common Traits	Asparagus	-1.000000
24376456	rs1523351	Blood Pressure	Coronary artery disease	0.000001
20927387	rs9494145	Cell Traits|Red Blood Cell	MCH	0.000000
19197348	rs9939609	Complex Disease	BMI	0.000000
20585627	rs1107267	Common Traits	Eye color	-1.000000
25340798	rs4845622	Proteins Involved|Inflammation|Alzheimer's Disease	IL6R	0.000000
21386085	rs780093	Metabolic Syndrome	WC-TG	0.000000
20838585	rs11258628	Cardiovascular Disease	LDL	0.000007
25340798	rs679620	Proteins Involved|Inflammation|Alzheimer's Disease	MMP3	0.000000
17903307	rs10516541	Pulmonary Function	mean fvc from two exams	0.000004
20838585	rs3793275	Cardiovascular Disease	glucose	0.000000
25188341	rs6857	Dementias|Alzheimer's Disease	NFT Braak (Ordinal II)	0.000000
19197348	rs2282978	Complex Disease	Height	0.000000
17903293	rs10489849	Biomarker Traits	Monocyte chemoattractant protein-1	0.000001
21552555	rs10953454	Obesity|Obesity-Related Traits	HIP	0.000001
17903292	rs10499559	Kidney|Endocrine-Related Traits	thyroid stimulating hormone	0.000008
17903303	rs4814615	Atherosclerosis	Common carotid artery intimal medial thickness	0.000003
24945404	rs4420311	Bone Mineral Density|Bone	LL-BMD	0.000000
23966867	rs7672174	Body Fat Distribution	WC_pooled	0.000000
20927387	rs855791	Cell Traits|Red Blood Cell	MCV	0.000000
20838585	rs7738656	Cardiovascular Disease	total cholesterol	0.000000
20585627	rs4911442	Common Traits	Freckling	-1.000000
19197348	rs2805809	Complex Disease	Thyroid Stimulating Hormone	0.000004
17903298	rs10497721	Diabetes-Related Traits	Incident DM	0.000001
20585627	rs6497253	Common Traits	Eye color	-1.000000
17903302	rs10521232	Arterial Stiffness|Blood Pressure	CF-PWV	0.000004
17903301	rs366676	Exercise Responses|Artery	left ventricular fractional shortening	0.000002
19721433	rs17815774	Response Treatment|Antipsychotics	Risperidone – Negative	0.000003
20838585	rs10044666	Cardiovascular Disease	LDL-cholesterol	0.000000
20838585	rs7890572	Cardiovascular Disease	triglycerides	0.000000
21386085	rs15285	Metabolic Syndrome	TG-BP	0.000000
23408906	rs334699	Thyroid|Thyroid-Related Traits|Differences	TSH	-1.000000
19430483	rs11191548	Blood Pressure	SBP	0.000000
20838585	rs6726786	Cardiovascular Disease	triglycerides	0.000004
20195266	rs17216786	Antipsychotic Drugs|Metabolic Side Effects	Clozapine - Triglycerides	0.000001
22509378	rs13202860	Sexual Dysfunction	Arousal	0.000000
17903303	rs6053733	Atherosclerosis	Common carotid artery intimal medial thickness	0.000004
20195266	rs1771628	Antipsychotic Drugs|Metabolic Side Effects	Clozapine - Triglycerides	0.000001
25188341	rs6857	Dementias|Alzheimer's Disease	Neuritic Plaque (Ordinal)	0.000000
17903308	rs6599077	Circadian Phenotypes|Sleep	Sleep duration	0.000000
23251661	rs28461806	Childhood Obesity|Childhood	MCP-1 (pg/mL)	0.000000
24892410	rs1019102	Onset|Hypertension|Cardiovascular Events	Nighttime PP	0.000002
25133637	rs347313	Body Mass Index	Change in BMI: Female	0.000000
21931564	rs2046813	Metabolite Quantitative Trait	PC ae C44:5/PC ae C42:5	0.000000
24324551	rs3176130	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	PR	0.000000
20585627	rs12931267	Common Traits	Hair color	-1.000000
19197348	rs2805810	Complex Disease	Thyroid Stimulating Hormone	0.000006
20548944	rs17184557	Osteoporosis-Related Traits|Gene Expression Profiling	LS BMD	0.000001
25133637	rs8181969	Body Mass Index	Overweight	0.000001
20838585	rs10498337	Cardiovascular Disease	insulin	0.000001
19197348	rs6060369	Complex Disease	Height	0.000000
20195266	rs1534238	Antipsychotic Drugs|Metabolic Side Effects	Clozapine - Triglycerides	0.000003
21738480	rs4794822	Cell Phenotypes|White Blood Cell	WBC	0.000000
22291609	rs2259816	Inflammation	hsCRP	0.000005
20526338	rs342286	Platelet Aggregation	Epi 2 u M	0.000000
24586186	rs37370	Metabolic Traits|Metabolite-Disease	3-Aminoisobutyrate	0.000000
17903293	rs2494250	Biomarker Traits	Monocyte chemoattractant protein-1	0.000000
20838585	rs7121446	Cardiovascular Disease	waist circumference	0.000000
17903296	rs1590305	Association Bone	lsbmd	0.000003
24376456	rs2278075	Blood Pressure	Cardiovascular disease	0.000000
25340798	rs11574428	Proteins Involved|Inflammation|Alzheimer's Disease	CCL4	0.000000
20838585	rs4783595	Cardiovascular Disease	glucose	0.000000
17903301	rs1392284	Exercise Responses|Artery	left ventricular systolic dimension	0.000006
17903296	rs10514345	Association Bone	lumbar spine bmd**	0.000002
19448621	rs314262	Age Menarche|Menopause	Age at Menarche	0.000000
21386085	rs3764261	Metabolic Syndrome	BP-HDLC	0.000000
23935956	rs1155865	Red Blood Cell	MCHC	0.000000
24324551	rs7013781	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	PCR	0.000001
25340798	rs3092960	Proteins Involved|Inflammation|Alzheimer's Disease	CCL4	0.000000
17903294	rs1397048	Hematological Phenotypes	mean corpuscular hemoglobin	0.000000
25087078	rs535066	Epilepsies	All epilepsy	0.000000
25340798	rs495366	Proteins Involved|Inflammation|Alzheimer's Disease	MMP3	0.000000
19448621	rs4946651	Age Menarche|Menopause	Age at Menarche	0.000000
21738480	rs4328821	Cell Phenotypes|White Blood Cell	Basophils	0.000000
20838585	rs6552560	Cardiovascular Disease	weight	0.000000
24945404	rs9525638	Bone Mineral Density|Bone	UL-BMD	0.000000
24386095	rs507666	Lipid Levels	LDL	0.000000
19043545	rs9309413	Metabolite	rs number	-1.000000
20395239	rs10762217	Optic Disc Size	Disc	0.000000
17903297	rs530965	Brain|Cognitive Test	boston naming test	0.000003
24945404	rs3765350	Bone Mineral Density|Bone	LL-BMD	0.000000
23966867	rs2907512	Body Fat Distribution	WC_men	0.000001
19197348	rs17782313	Complex Disease	BMI	0.000000
21347282	rs7560236	Coronary Heart Disease	LDL-C	0.000000
20838585	rs726914	Cardiovascular Disease	systolic BP	0.000001
24376456	rs1171614	Blood Pressure	Urate levels	0.000000
20585627	rs761238	Common Traits	Freckling	-1.000000
19197348	rs10848704	Complex Disease	Thyroid Stimulating Hormone	0.000002
21386085	rs1387153	Metabolic Syndrome	HDLC-GLUC	0.000000
20585627	rs1597196	Common Traits	Eye color	-1.000000
17903301	rs10493389	Exercise Responses|Artery	Left atrial diameter	0.000007
25340798	rs4343	Proteins Involved|Inflammation|Alzheimer's Disease	ACE	0.000000
20838585	rs8073909	Cardiovascular Disease	LDL	0.000000
21386085	rs9987289	Metabolic Syndrome	HDLC-TG	0.000000
20195266	rs13335336	Antipsychotic Drugs|Metabolic Side Effects	Risperidone - Hemoglobin A1c	0.000001
23408906	rs1537424	Thyroid|Thyroid-Related Traits|Differences	TSH	-1.000000
20395239	rs7067601	Optic Disc Size	Disc	0.000000
17903293	rs2794520	Biomarker Traits	C-reactive protein exam 6	0.000000
21931564	rs9393903	Metabolite Quantitative Trait	PC aa C40:3/PC aa C42:5	-1.000000
17903292	rs1712790	Kidney|Endocrine-Related Traits	urinary albumin excretion	0.000001
17903296	rs7857590	Association Bone	lsbmd	0.000008
17903294	rs10506458	Hematological Phenotypes	platelet aggregation (collagen-induced)	0.000005
19197348	rs17718077	Complex Disease	Height	0.000003
23966867	rs11777345	Body Fat Distribution	WHR_BMI_men	0.000000
20838585	rs12548494	Cardiovascular Disease	glucose	0.000001
20585627	rs154659	Common Traits	Freckling	-1.000000
24324551	rs61018535	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	PR	0.000000
23251661	rs16933006	Childhood Obesity|Childhood	Light activity (min/d)	0.000000
17903302	rs2509458	Arterial Stiffness|Blood Pressure	blood-pressure	0.000007
23408906	rs11624776	Thyroid|Thyroid-Related Traits|Differences	TSH	-1.000000
23118974	rs1635168	Pigmentation|Skin	Eye C'	0.000000
24324551	rs116187617	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	PR	0.000000
21931564	rs37369	Metabolite Quantitative Trait	BAIBu	-1.000000
20195266	rs10502661	Antipsychotic Drugs|Metabolic Side Effects	Perphenazine - Triglycerides	0.000000
22509378	rs5750311	Sexual Dysfunction	Overall FSD	0.000002
20927387	rs9494145	Cell Traits|Red Blood Cell	MCV	0.000000
17903300	rs10488165	Waist Circumference|Body Mass Index	Mean waist circumference	0.000003
20838585	rs6052399	Cardiovascular Disease	insulin	0.000000
20195266	rs10202231	Antipsychotic Drugs|Metabolic Side Effects	Perphenazine - Triglycerides	0.000001
21738480	rs2524079	Cell Phenotypes|White Blood Cell	Lymphocytes	0.000000
24586186	rs3916	Metabolic Traits|Metabolite-Disease	Unknown	0.000000
17903293	rs4664604	Biomarker Traits	CD40 Ligand serum	0.000008
24324551	rs114137957	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	PR	0.000001
17903295	rs958672	Age-Related Phenotypes|Longevity	Age at natural menopause‡	0.000002
23251661	rs1056513	Childhood Obesity|Childhood	Weight (kg)	0.000000
17903302	rs2121070	Arterial Stiffness|Blood Pressure	blood-pressure	0.000005
20921969	rs10458561	Cardiac Arrhythmias	risperidone/QTc	0.000000
21552555	rs17126232	Obesity|Obesity-Related Traits	Weight	0.000000
17903302	rs3096277	Arterial Stiffness|Blood Pressure	blood-pressure	0.000000
20526338	rs12566888	Platelet Aggregation	ADP 2 u M	0.000000
20585627	rs12913832	Common Traits	Hair color	-1.000000
20927387	rs6569992	Cell Traits|Red Blood Cell	MCV	0.000000
20548944	rs12808199	Osteoporosis-Related Traits|Gene Expression Profiling	FN BMD	0.000001
21347282	rs1160985	Coronary Heart Disease	LDL-C	0.000000
24376456	rs2410182	Blood Pressure	SBP	0.000001
24324551	rs4149018	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	Cardio	0.000000
20195266	rs13134954	Antipsychotic Drugs|Metabolic Side Effects	Perphenazine - Triglycerides	0.000002
17903302	rs4370013	Arterial Stiffness|Blood Pressure	blood-pressure	0.000004
24586186	rs4921914	Metabolic Traits|Metabolite-Disease	Unknown	0.000000
24379826	rs938553	Serum Uric Acid Levels	Body weight	0.000005
19197348	rs1799884	Complex Disease	Fasting plasma glucose	0.000000
21552555	rs11088859	Obesity|Obesity-Related Traits	Waist	0.000000
20548944	rs3784131	Osteoporosis-Related Traits|Gene Expression Profiling	NL, men	0.000003
24376456	rs11766519	Blood Pressure	PP	0.000000
20927387	rs9494145	Cell Traits|Red Blood Cell	RBC count	0.000000
19197348	rs976731	Complex Disease	Waist Circumference	0.000007
20585627	rs17305657	Common Traits	Red hair	-1.000000
19448621	rs7861820	Age Menarche|Menopause	Age at Menarche	0.000000
21203500	rs3760776	Master|Plasma Protein	DG7	0.000000
19197348	rs6958535	Complex Disease	Thyroid Stimulating Hormone	0.000003
19721433	rs17727261	Response Treatment|Antipsychotics	Risperidone – Negative	0.000001
17903307	rs219391	Pulmonary Function	percent predicted fev	0.000006
20838585	rs17568778	Cardiovascular Disease	waist circumference	0.000001
25340798	rs4968782	Proteins Involved|Inflammation|Alzheimer's Disease	ACE	0.000000
17903300	rs4471028	Waist Circumference|Body Mass Index	Mean waist circumference	0.000000
21931564	rs168622	Metabolite Quantitative Trait	SM (OH) C24:1/SM C16:0	0.000000
17903297	rs1131497	Brain|Cognitive Test	similarities	0.000003
24347629	rs12630931	Periodontal	PD2	0.000006
17903301	rs1958055	Exercise Responses|Artery	Stage 2 Exercise heart rate	0.000009
19609347	rs8039294	Hypertension|Blood Pressure	SBP	0.000008
22291609	rs4129267	Inflammation	IL-6	0.000000
24945404	rs10835187	Bone Mineral Density|Bone	SK-BMD	0.000000
20838585	rs3019325	Cardiovascular Disease	glucose	0.000001
20585627	rs12931267	Common Traits	Freckling	-1.000000
24945404	rs6726821	Bone Mineral Density|Bone	UL-BMD	0.000000
23966867	rs1345301	Body Fat Distribution	WC_Men	0.000000
19197348	rs6830062	Complex Disease	Height	0.000000
23028342	rs7588550	Type 1 Diabetes|Kidney Disease|Diabetic Nephropathy	T1DN	0.000000
17903301	rs2056387	Exercise Responses|Artery	Stage 2 Exercise heart rate	0.000005
20838585	rs12807555	Cardiovascular Disease	glucose	0.000000
25133637	rs7565158	Body Mass Index	Change in BMI	0.000001
20585627	rs291671	Common Traits	Freckling	-1.000000
17903303	rs1320267	Atherosclerosis	Ankle brachial index	0.000007
21386085	rs10790162	Metabolic Syndrome	WC-TG	0.000000
19430483	rs653178	Blood Pressure	DBP	0.000000
20585627	rs8039195	Common Traits	Eye color	-1.000000
17903301	rs1379659	Exercise Responses|Artery	left ventricular diastolic dimension	0.000000
25340798	rs650108	Proteins Involved|Inflammation|Alzheimer's Disease	MMP3	0.000000
17903302	rs792833	Arterial Stiffness|Blood Pressure	RW	0.000006
21347282	rs1800588	Coronary Heart Disease	HDL-C	0.000000
17903307	rs808225	Pulmonary Function	percent predicted fef	0.000007
17903293	rs10492681	Biomarker Traits	Alanine aminotransferase exam 2	0.000002
21386085	rs2197089	Metabolic Syndrome	TG-GLUC	0.000000
20927387	rs855791	Cell Traits|Red Blood Cell	MCV	0.000000
20195266	rs4783227	Antipsychotic Drugs|Metabolic Side Effects	Olanzapine - Total Cholesterol	0.000000
22509378	rs1876525	Sexual Dysfunction	Arousal	0.000000
20838585	rs1552257	Cardiovascular Disease	insulin	0.000001
17903300	rs953536	Waist Circumference|Body Mass Index	Mean waist circumference	0.000008
20526338	rs12566888	Platelet Aggregation	Epi 2 u M	0.000000
17903308	rs10492604	Circadian Phenotypes|Sleep	Sleep duration	0.000004
22216198	rs8119351	Protein C	PC	0.000000
24376456	rs10486744	Blood Pressure	Blood pressure	0.000000
23966867	rs6931262	Body Fat Distribution	WHR_BMI_pooled	0.000000
25340798	rs61812598	Proteins Involved|Inflammation|Alzheimer's Disease	IL6R	0.000000
19430483	rs653178	Blood Pressure	DBP	0.000000
22216198	rs13130255	Protein C	funcPS	0.000003
22832964	rs667282	Smoking Behaviors	CPD	0.000000
20585627	rs12896399	Common Traits	Green eyes	-1.000000
23251661	rs2823615	Childhood Obesity|Childhood	Sleep RQ	0.000000
21738491	rs12296050	Sudden Cardiac Death	QT	-1.000000
21552555	rs5762430	Obesity|Obesity-Related Traits	HIP	0.000001
20838585	rs17104804	Cardiovascular Disease	distolic BP	0.000001
23408906	rs7045138	Thyroid|Thyroid-Related Traits|Differences	FT4	-1.000000
20195266	rs10499504	Antipsychotic Drugs|Metabolic Side Effects	Clozapine - Total Cholesterol	0.000000
22509378	rs10508773	Sexual Dysfunction	Lubrication	0.000002
21347282	rs562338	Coronary Heart Disease	LDL-C	0.000000
20927387	rs855791	Cell Traits|Red Blood Cell	MCH	0.000000
20195266	rs7570469	Antipsychotic Drugs|Metabolic Side Effects	Clozapine - Heart Rate	0.000001
21738479	rs4895441	White Blood Cell Count|Cell Phenotypes|White Blood Cell	WBC	0.000000
17903296	rs3762397	Association Bone	trochanter bmd**	0.000000
17903298	rs2877832	Diabetes-Related Traits	homeostasis model insulin resistance	0.000003
17903293	rs4128725	Biomarker Traits	Monocyte chemoattractant protein-1	0.000000
17903301	rs1029946	Exercise Responses|Artery	Post-exercise 3 minute recovery heart rate	0.000004
17903295	rs10493513	Age-Related Phenotypes|Longevity	Age at death	0.000002
17903296	rs9317284	Association Bone	femoral bmd**	0.000000
24324551	rs75041531	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	PR	0.000001
17903302	rs3793427	Arterial Stiffness|Blood Pressure	FW	0.000002
19721433	rs10888501	Response Treatment|Antipsychotics	Olanzapine – Negative	0.000001
20927387	rs6569992	Cell Traits|Red Blood Cell	RBC count	0.000000
19197348	rs6909430	Complex Disease	Thyroid Stimulating Hormone	0.000008
23408906	rs7128207	Thyroid|Thyroid-Related Traits|Differences	TSH	-1.000000
25340798	rs6441977	Proteins Involved|Inflammation|Alzheimer's Disease	CCL4	0.000001
17903298	rs2877832	Diabetes-Related Traits	Fasting Insulin	0.000002
23754948	rs2820443	Anthropometric Traits|Sexual	WHRadjBMI	0.000000
20395239	rs1192415	Optic Disc Size	Disc	0.000000
24945404	rs3012465	Bone Mineral Density|Bone	SK-BMD	0.000000
23408906	rs9915657	Thyroid|Thyroid-Related Traits|Differences	TSH	-1.000000
24324551	rs11664027	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	PR	0.000000
17903296	rs6600671	Association Bone	neck section modulus**	0.000001
19430483	rs16998073	Blood Pressure	DBP	0.000000
17903301	rs3814219	Exercise Responses|Artery	Baseline brachial artery flow velocity	0.000001
21347282	rs6748157	Coronary Heart Disease	LDL-C	0.000000
20585627	rs7196459	Common Traits	Red hair	-1.000000
25133637	rs12882679	Body Mass Index	Underweight	0.000001
21347282	rs7323893	Coronary Heart Disease	HDL-C	0.000000
21386085	rs10830956	Metabolic Syndrome	TG-GLUC	0.000000
23251661	rs7645716	Childhood Obesity|Childhood	MCP-1 (pg/mL)	0.000000
20838585	rs16892328	Cardiovascular Disease	insulin	0.000000
24324551	rs111981433	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	EF	0.000001
23251661	rs40357	Childhood Obesity|Childhood	Height change (cm/y)	0.000000
25340798	rs6762266	Proteins Involved|Inflammation|Alzheimer's Disease	CCL4	0.000000
17903293	rs8005745	Biomarker Traits	CD40 Ligand serum	0.000003
17903294	rs10484128	Hematological Phenotypes	platelet aggregation (ADP-induced)	0.000006
21931564	rs7094971	Metabolite Quantitative Trait	C0	0.000000
24324551	rs182503338	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	QRS	0.000001
25087078	rs55670112	Epilepsies	GGE	0.000000
24386095	rs10045497	Lipid Levels	TC	0.000000
20694148	rs7865146	Metabolic Syndrome	DBP (mmHg)	0.000001
20838585	rs3019325	Cardiovascular Disease	glucose	0.000001
17903297	rs2832077	Brain|Cognitive Test	f3	0.000002
20927387	rs9376092	Cell Traits|Red Blood Cell	RBC count	0.000000
19197348	rs12539695	Complex Disease	Thyroid Stimulating Hormone	0.000006
17903295	rs4831837	Age-Related Phenotypes|Longevity	Morbidity-free survival at age 65	0.000000
20838585	rs8073909	Cardiovascular Disease	total cholesterol	0.000000
20585627	rs9328192	Common Traits	Freckling	-1.000000
23966867	rs10894604	Body Fat Distribution	WHR_BMI_pooled	0.000000
19197348	rs1042725	Complex Disease	Height	0.000000
24324551	rs13078828	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	EIA	0.000000
24892410	rs9564376	Onset|Hypertension|Cardiovascular Events	Daytime PP	0.000005
20838585	rs12069004	Cardiovascular Disease	glucose	0.000001
23696099	rs9924561	Cell Traits|Red Blood Cell|Resistance	MCV	0.000000
20585627	rs1805009	Common Traits	Freckling	-1.000000
19430483	rs16948048	Blood Pressure	DBP	0.000005
21738479	rs12619285	White Blood Cell Count|Cell Phenotypes|White Blood Cell	Eosinophils	0.000000
19430483	rs16998073	Blood Pressure	DBP	0.000000
